"Premises","Hypothesis","GoldLabel"
"(A person; stands; on the peaks of ice) ||| (A person; stands; on the peaks of snow)","The person is on snow and ice taking a picture.","neutral"
"(a black dog; are biting; each other; L:in the face) ||| (A tan dog; are biting; each other; L:in the face)","puppies are kissing","contradiction"
"(cowboy attire; being bucked; T:off of a white horse; L:at a rodeo) ||| (a man; dressed; in cowboy attire)","There is a man dressed in cowboy attire, ready to watch the next western movie.","contradiction"
"(A woman; is looking; at a camera) ||| (A woman; is holding; )","The woman is drinking a soda.","contradiction"
"(one; is holding; a shovel full of dirt) ||| (Three men; are standing; outside)","Farmers are working with earth and other products.","neutral"
"(Five people in tartan kilts; play; a bagpipe; L:in what appears to be a parade) ||| (Five people in tartan kilts; play; drums)","The people are playing musical instruments outdoors.","entailment"
"(A girl with dark brown eyes in a blue scarf; is standing; next to a girl in a fur edged coat) ||| (A girl with dark brown hair in a blue scarf; is standing; next to a girl in a fur edged coat)","girls stand together","entailment"
"(A white dog; climbs; a leaning tree trunk) ||| (A black dog; climbs; a leaning tree trunk)","A dog is inside taking a nap.","contradiction"
"(A music trio; performing; L:on stage below green lights with white lines) ||| (white lines; projected; L:on the stage backdrop) ||| (A music trio; performing; L:on stage below red lights with white lines)","The people are both seated comfortably.","contradiction"
"(A woman; reads intently; ) ||| (A woman; sits; on a train)","A woman walking to her plane.","contradiction"
"(Asian little boy with yellow shirt; smiles; L:on the beach) ||| (Asian little boy with spiky hair; smiles; L:on the beach)","The little hispanic girl sits on the beach.","contradiction"
"(A bride; is being photographed; by a man in a cream shirt with white pants) ||| (A bride in a light pink dress; poses; for a picture with male relatives)","The bridge is joyful and getting ready to be married.","entailment"
"(A judge for a dog show; is; in examining one of the dogs) ||| (A judge for a dog show; is; in a suit)","A cat show is being examined by a veterinary.","contradiction"
"(one girl; are sitting; at a table; L:in a bar drinking beer) ||| (Two guys; are sitting; at a table; L:in a bar drinking beer)","The people are outside.","contradiction"
"(Three people; are cycling; L:along a road in front of a white car) ||| (Three people; are cycling; L:along a road behind a colorful bus)","three people are riding bikes","entailment"
"(woman; sit; on a couch; L:in a thrift store) ||| (A man; sit; on a couch; L:in a thrift store)","A lone man sprawled over a couch on his lawn","contradiction"
"(People; are going; down; L:on three escalators) ||| (People; are going; up)","some people walking on the road","contradiction"
"(a mountain; overlooking; the scenery; L:beneath him) ||| (A young boy; perched; on top of a mountain)","the boy is on the school bush","contradiction"
"(Indian children; talking; L:in the middle of an Indian marketplace) ||| (Indian children; are sitting; on a bike)","The children are waiting for their parents to get off work.","neutral"
"(A black jet in flight; is; on smoking) ||| (A black jet in flight; is; on fire)","A jet is taking off from the ground.","contradiction"
"(A group of individuals; gathered; L:around wieners; L:on a grill) ||| (A group of individuals; are drinking; an assortment of beverages) ||| (A group of individuals; gathered; L:around a pit fire; L:on a grill)","A group of people are watching a play in a theater.","contradiction"
"(another woman; playing; the piano) ||| (A woman; holding; a microphone)","There is a woman.","entailment"
"(The group of Navy men; are gathering; flags) ||| (The group of Navy men; are gathering; guns)","The men are Army rangers.","contradiction"
"(Young women with a green beanie; to pick up; a basket; from a four legged desk) ||| (a green beanie; bending; down; to pick up a basket from a four legged desk)","A young woman is picking up a basket.","entailment"
"(A cute female gymnast; wearing; a red leotard) ||| (A cute female gymnast; dismounts; from the gymnastic bars) ||| (A cute female gymnast; wearing; a black leotard)","The girl is a good gymnist","neutral"
"(A guy with traditional fighting gear; is getting; ready for a fight) ||| (A guy with a sword; is getting; ready for a fight)","A guy is holding a weapon.","entailment"
"(a road; wearing; bright yellow construction gear) ||| (a road; wearing; hard hats) ||| (Three men; are working; on a road)","Construction workers are working on a new housing project.","contradiction"
"(The man in the black hat; is holding; the hand of the girl in the green dress whilst looking away from each other) ||| (The man in the black suit; is holding; the hand of the girl in the green dress whilst looking away from each other)","A woman and boy walk.","contradiction"
"(a large group of people; walking; some old - fashioned buildings) ||| (people; walking; L:on a sidewalk along a street)","The people are all friends.","neutral"
"(Kids; sit; on a talk) ||| (Kids; sit; on a ledge)","The kids are not talking.","contradiction"
"(two kids; are walking; down a street) ||| (a man; are walking; down a street)","People are walking.","entailment"
"(purple shirt; sits; with a woman) ||| (blue shorts; sits; with a woman) ||| (a woman; wearing; pink hat; L:on a stone wall) ||| (a woman; wearing; a white shirt on a stone wall) ||| (a woman; wearing; green shorts; L:on a stone wall) ||| (A woman in a yellow hat; sits; with a woman)","The two women are talking.","neutral"
"(a small child; are sitting; at a table) ||| (a table; being served; by a woman in a black shirt) ||| (A grandmother; are sitting; at a table)","The child is sleeping in his carriage.","contradiction"
"(Four dogs in black jerseys; are racing; ) ||| (Four dogs in red jerseys; are racing; ) ||| (Four dogs in green jerseys; are racing; ) ||| (Four dogs in blue jerseys; are racing; )","Four dogs are competing for a reward.","neutral"
"(A man; taking; a picture of a woman with red - hair standing next to him) ||| (A man; taking; a picture of a lady)","A man with his wife takes a picture of a model.","neutral"
"(A man; photographs; a woman in a throng of men in suits) ||| (A man; photographs; a woman in a pink dress)","He is photographing people.","entailment"
"(a dock; fastening; their scuba masks) ||| (Several males of various ages; are standing; on a dock)","Men are going to catch some fish.","neutral"
"(A photographer; is kneeling; L:in the shadow of a red inflatable fabric piece of art) ||| (A photographer; is kneeling; L:in the shadow of a blue inflatable fabric piece of art)","the photographer is white","neutral"
"(A man in a big black hat; walks; down the street) ||| (A man in a big black coat; walks; down the street)","The man is wearing a red coat.","contradiction"
"(An outdoor setting; shows; people in various period costumes , including American Revolution minutemen) ||| (An outdoor setting; shows; people in various period costumes , including a robed figure) ||| (An outdoor setting; shows; people in various period costumes , including a nun) ||| (An outdoor setting; shows; people in various period costumes , including cowboys)","street people perform","neutral"
"(A chubby , curly - haired brunette with glasses; is wearing; a blue t - shirt; T:while holding an odd red object) ||| (A chubby , curly - haired brunette with glasses; is wearing; flip - flops; T:while holding an odd red object)","The girl is very fat.","neutral"
"(Three high schoolgirls; talk; L:on AstroTurf) ||| (Three high schoolgirls; walk; )","The girls were discussing the upcoming dance","neutral"
"(buildings; are; bright; L:under clear sky) ||| (buildings; are; bright under sun) ||| (A person; is walking; L:on the bridge over a canal)","The person is admiring the beauty of nature.","neutral"
"(Two guys; making; faces) ||| (Two guys; drinking; )","The men are throwing up.","contradiction"
"(A dog; is running; out of a line of posts on an obstacle course) ||| (A dog; is running; in)","The dog is asleep.","contradiction"
"(A brown dog; is running; on grass) ||| (A white dog; is running; on grass)","A poodle and chihuahua are running around in a park.","neutral"
"(A bunch of people; are celebrating; ) ||| (A bunch of people; are dancing; )","The people are asleep.","contradiction"
"(a Mohawk; is; in a store) ||| (a sports jersey; is; in a store) ||| (A person in a kilt; is; in a store)","A person wearing a kilt, dances at a wedding.","contradiction"
"(A crowded street; is filled; with pedestrians) ||| (A crowded street; is filled; with many cars)","The street is empty","contradiction"
"(A person; hanging; wallpaper) ||| (A person; is standing; on a ladder)","A person is redecorating their new home.","neutral"
"(their gear; sitting; on the ground) ||| (A group of male bicyclists; talk; outside a bar with their gear)","The group of bicyclists just finished a long ride.","neutral"
"(a dark-haired woman; wearing; sunglasses) ||| (A dark-haired man; sits; atop a structure near a dark-haired woman)","The dark-haired man is next to another man","contradiction"
