"Premises","Hypothesis","GoldLabel"
"(Two dogs; are standing; in a field of dirt) ||| (Two dogs; are standing; in a field of grass)","Two cats are running outside in the fields.","contradiction"
"(Many young people on a street; waving; adeleide club flags) ||| (Many young people on a street; celebrating; some concert or event)","The people are deep sea diving","contradiction"
"(A little boy; turns; around; to smile) ||| (A little boy in blue jeans; climbs; a small incline in the woods)","Parents took baby out for his first real play in the wilderness.","neutral"
"(The scene; to be; of men in costumes; for a performance) ||| (The scene; appears; )","The men wore suits and walked around the grocery store.","contradiction"
"(black pants; standing; in formation) ||| (black hats; standing; in formation) ||| (jackets; standing; in formation) ||| (Men; wearing; red standing in formation)","A group of men are wearing similar clothes","entailment"
"(A woman; reading; a magazine) ||| (A woman; is sitting; under a palm tree)","a woman reads People.","neutral"
"(women; gather; for food; L:at a concession stand) ||| (Men; gather; for food; L:at a concession stand)","They were all at a football game.","neutral"
"(a woman; are jumping; from a pier into a lake) ||| (A man; are jumping; from a pier into a lake)","Two people jump into a cold lake.","neutral"
"(A boy with an oar; walks; out; onto a beach) ||| (A boy with an oar; walks; out of the surf)","the boys is outside","entailment"
"(A white dog; playing; L:on grass) ||| (A brown dog; playing; L:on grass)","The picture only shows someone's pet snake.","contradiction"
"(A woman in a floral dress; carries; plants) ||| (A woman in a white dress; carries; plants)","A woman is running her gardening business.","neutral"
"(Two men with tank tops; goofing; around; L:on a stage; L:outside) ||| (Two men with black pants; goofing; L:around; L:on a stage; L:outside)","Some men are performing an improv play.","neutral"
"(A tan dog; walks; on rippled sand on the beach) ||| (A white dog; walks; on rippled sand on the beach)","The dog lies in the grassy field.","contradiction"
"(individuals; sitting; on chairs; L:in rows; L:around the edges of the room) ||| (A man; is standing; in front of a microphone in a room with individuals)","Someone is lecturing a classroom.","neutral"
"(one; is drilling; the wood) ||| (three workman; working together; )","Three men are building furniture.","neutral"
"(An elderly man in a gray striped shirt; eating; food) ||| (An elderly man in a white striped shirt; eating; food)","A young woman is dancing","contradiction"
"(A woman with black pants; is walking; down the sidewalk in front of a banner advertising hamburgers) ||| (A woman with a white jacket; is walking; down the sidewalk in front of a banner advertising hamburgers)","A person eating hamburgers while sitting in the street.","contradiction"
"(A little boy in a orange shirt; is sitting; by a street) ||| (A little boy in a brown shirt; is sitting; by a street)","This boy from London waits to see the Queen.","neutral"
"(2 women; playing; a violin) ||| (2 women; playing; a blue guitar) ||| (2 women; are standing; in a street)","Two women are playing kickball","contradiction"
"(three people; talking; amongst themselves; L:in the background) ||| (A woman; using; her cellphone; L:on a sidewalk with three people)","A woman calls 911.","neutral"
"(a woman; have; a barbecue on a rooftop) ||| (Two men; have; a barbecue on a rooftop)","They are brother and sister.","neutral"
"(a young girl; are happily riding; on a carousel) ||| (A woman; are happily riding; on a carousel)","Two smiling people ride a carousel.","entailment"
"(A bald dark - skinned man in jeans; works; with another man next to a blue bucket) ||| (A bald dark - skinned man in a purple tank top; works; with another man next to a blue bucket)","There are two male humans in a color photograph.","entailment"
"(a white dog; is wearing; a red collar whilst walking on the grass) ||| (a black dog; is wearing; a red collar whilst walking on the grass)","A dog is walking outdoors.","entailment"
"(a machine; are doing; demolition; L:on a street) ||| (Three men; are doing; demolition; L:on a street)","One man operates a jackhammer while two men supervise.","neutral"
"(A man; facing; a still water) ||| (A man; facing; a cloudy sky) ||| (A man; sits; on the edge of a dock with a fishing pole)","A man is watching TV.","contradiction"
"(a boat; looking; at the water) ||| (Two women; are standing; on a boat)","The women are outside.","entailment"
"(Boys; are selling; other items on the sidewalk) ||| (Boys; are selling; mugs) ||| (Boys; are selling; drinks) ||| (Boys; are selling; flowers)","Boys are hosting a yard sale.","neutral"
"(A man; is playing; singing; into a microphone; T:while a young boy watches) ||| (A man; is playing; the keyboard; into a microphone; T:while a young boy watches)","The boy is at a concert.","neutral"
"(A man in jeans; sweeps; the sidewalk of a street) ||| (A man in a white shirt; sweeps; the sidewalk of a street)","The man is indoors, sweeping.","contradiction"
"(An art exhibit; featuring; portraits of cattle heads) ||| (An art exhibit; featuring; portraits of guns heads)","People are looking at sculptures.","contradiction"
"(a girl with a stuffed pink bear; walk; along the sidewalk) ||| (A boy; walk; along the sidewalk)","There are two children on the sidewalk with a toy bear.","entailment"
"(one of them; is jumping; ) ||| (Boys; are playing; L:near water)","Girls play with dolls.","contradiction"
"(another man; is running; towards him) ||| (A man; is laying; on the ground next to a bull)","Two men and a bull are outdoors.","entailment"
"(There; is a woman in; flip) ||| (flip - flops; out walking together; ) ||| (There; is a woman in; blue jean shorts) ||| (a woman in blue jean shorts; out walking together; ) ||| (There; is a man in; sandals) ||| (There; is a man in; shorts)","The man and woman are skydiving.","contradiction"
"(blue uniforms; standing; in formation) ||| (Men; dressed up; in blue uniforms)","Women wearing green lay around a house.","contradiction"
"(A man; holding; a baby; with a birthday cake) ||| (A man; holding; a baby; with a girl)","It's the mans birthday.","neutral"
"(two children; hold; flowers) ||| (two children; hold; hands)","The children's hands are empty.","contradiction"
"(two children; are sleeping; L:on the floor) ||| (A man; are sleeping; L:on the floor)","Some people are sleeping in beds.","contradiction"
"(a concrete block; taking; a picture of a group of people on a sidewalk beside the road) ||| (A woman; stands; on a concrete block)","There are people running a race.","contradiction"
"(a girl; are looking together; at a hovering ball) ||| (A woman; are looking together; at a hovering ball)","Two people are having a ball together.","contradiction"
"(one of them; making; a silly face) ||| (Three boys; are posing; for a picture)","Boys pose as their father takes a snapshot.","neutral"
"(A girl with a green shirt; is standing; near escalators) ||| (A girl with brown hair; is standing; near escalators)","The moving stairs has a weird gril on it.","neutral"
"(the larger animal's tail; obscuring; the smaller one's face) ||| (A small animal; leaps; L:behind a larger animal)","The rabbit leaped behing the large animal.","neutral"
"(groom; pose; with their wedding party) ||| (A bride; pose; with their wedding party)","The bride and groom both are jumping out of an airplane.","contradiction"
"(woman; are apparantly laughing; ) ||| (A man; are apparantly laughing; )","The 2 people have just witnessed a horrible car accident involving family members.","contradiction"
"(both; hold; the same toy in their mouths) ||| (Two dogs; run; through the water)","Two dogs are eating food out of a bowl.","contradiction"
"(a brown purse; is walking; down the sidewalk) ||| (black boots; is walking; down the sidewalk) ||| (A woman with a black coat; is walking; down the sidewalk)","A man is having lunch in a Mexican restaurant.","contradiction"
"(A man in a black coat; does; a burnout; L:in a matching motorcycle in front of a crowd behind fences) ||| (A man in a green coat; does; a burnout; L:in a matching motorcycle in front of a crowd behind fences)","People are watching a man ride a motorcycle.","entailment"
"(woman; share; a meal; at a table) ||| (A man; share; a meal; at a table)","The two people are eating together.","entailment"
"(Musicians dressed in white shirts; performing; L:at a sports arena) ||| (Musicians dressed in red shirts; performing; L:at a sports arena) ||| (Musicians dressed in khaki pants; performing; L:at a sports arena)","People are playing music in an arena.","entailment"
"(A man; shooting; arrow; L:at a target) ||| (A man; shooting; a bow; L:at a target)","A person is trying to move a projectile from where he is to another place.","entailment"
"(orange hat; stands; on a rock near a wooded area) ||| (white shirt; stands; on a rock near a wooded area) ||| (A man in brown pants; stands; on a rock near a wooded area)","A guy in the woods.","neutral"
